date,year,month,item_id,item_name,department,category,criticality,lead_time_days,unit_cost_inr,hot_metal_production_mt,plant_operating_hours,is_planned_shutdown,actual_consumption
2017-09-30,2017,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,388030,709,0,1
2017-10-31,2017,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373058,700,0,4
2017-11-30,2017,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,388912,704,1,2
2017-12-31,2017,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,382251,708,0,2
2018-01-31,2018,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,378249,713,0,3
2018-02-28,2018,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379517,712,0,5
2018-03-31,2018,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,381359,700,1,4
2018-04-30,2018,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,381331,713,0,3
2018-05-31,2018,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,384832,707,0,2
2018-06-30,2018,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373638,713,0,3
2018-07-31,2018,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379254,717,0,3
2018-08-31,2018,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,382466,714,0,4
2018-09-30,2018,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,377825,706,0,4
2018-10-31,2018,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,388072,715,0,4
2018-11-30,2018,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,377401,716,1,5
2018-12-31,2018,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,380719,700,0,2
2019-01-31,2019,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,369044,707,0,1
2019-02-28,2019,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,370559,708,0,4
2019-03-31,2019,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,372326,704,1,2
2019-04-30,2019,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,378129,713,0,2
2019-05-31,2019,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,371973,707,0,5
2019-06-30,2019,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,377336,709,0,4
2019-07-31,2019,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,366939,711,0,1
2019-08-31,2019,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,393622,715,0,3
2019-09-30,2019,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,381179,719,0,4
2019-10-31,2019,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,375098,718,0,3
2019-11-30,2019,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,371500,709,1,3
2019-12-31,2019,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,370664,706,0,2
2020-01-31,2020,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379595,706,0,4
2020-02-29,2020,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,389646,705,0,4
2020-03-31,2020,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,370841,703,1,3
2020-04-30,2020,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,370942,710,0,3
2020-05-31,2020,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373712,711,0,3
2020-06-30,2020,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,388764,711,0,3
2020-07-31,2020,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379184,719,0,2
2020-08-31,2020,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,387324,717,0,3
2020-09-30,2020,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,372954,712,0,2
2020-10-31,2020,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,386897,718,0,3
2020-11-30,2020,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,368873,715,1,3
2020-12-31,2020,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,384287,708,0,2
2021-01-31,2021,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373589,712,0,3
2021-02-28,2021,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,395797,703,0,2
2021-03-31,2021,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,383613,704,1,4
2021-04-30,2021,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,388143,710,0,4
2021-05-31,2021,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,374479,711,0,2
2021-06-30,2021,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,381164,702,0,3
2021-07-31,2021,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,372591,708,0,4
2021-08-31,2021,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,386240,719,0,4
2021-09-30,2021,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,383116,705,0,5
2021-10-31,2021,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,370313,707,0,3
2021-11-30,2021,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379015,701,1,3
2021-12-31,2021,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373986,710,0,4
2022-01-31,2022,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379018,710,0,4
2022-02-28,2022,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,368327,713,0,1
2022-03-31,2022,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,388558,709,1,3
2022-04-30,2022,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,377351,719,0,2
2022-05-31,2022,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,380496,704,0,2
2022-06-30,2022,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,370159,709,0,3
2022-07-31,2022,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,371435,713,0,4
2022-08-31,2022,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,372868,703,0,1
2022-09-30,2022,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,385291,710,0,3
2022-10-31,2022,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,371338,715,0,3
2022-11-30,2022,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,377615,715,1,3
2022-12-31,2022,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,369052,707,0,2
2023-01-31,2023,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,363588,707,0,3
2023-02-28,2023,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,391931,710,0,2
2023-03-31,2023,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,376582,719,1,4
2023-04-30,2023,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373893,718,0,3
2023-05-31,2023,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,377206,707,0,3
2023-06-30,2023,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,380661,706,0,3
2023-07-31,2023,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,375383,703,0,2
2023-08-31,2023,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,369265,719,0,4
2023-09-30,2023,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,384335,702,0,3
2023-10-31,2023,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,394126,715,0,3
2023-11-30,2023,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,376699,707,1,2
2023-12-31,2023,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373986,701,0,2
2024-01-31,2024,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,376675,719,0,3
2024-02-29,2024,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,363647,710,0,2
2024-03-31,2024,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,369695,712,1,3
2024-04-30,2024,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,380063,713,0,1
2024-05-31,2024,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,374782,701,0,4
2024-06-30,2024,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,372328,702,0,2
2024-07-31,2024,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,371979,713,0,2
2024-08-31,2024,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,376388,719,0,2
2024-09-30,2024,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379340,706,0,4
2024-10-31,2024,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,379778,708,0,5
2024-11-30,2024,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,366699,707,1,3
2024-12-31,2024,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,384742,714,0,2
2025-01-31,2025,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,372800,700,0,1
2025-02-28,2025,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,383143,702,0,2
2025-03-31,2025,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,366316,700,1,3
2025-04-30,2025,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,369799,710,0,3
2025-05-31,2025,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,385538,701,0,3
2025-06-30,2025,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,368370,706,0,3
2025-07-31,2025,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,375699,707,0,4
2025-08-31,2025,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,370656,715,0,1
2025-09-30,2025,9,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,372135,713,0,4
2025-10-31,2025,10,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,365453,716,0,3
2025-11-30,2025,11,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,392441,713,1,2
2025-12-31,2025,12,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,378928,712,0,3
2026-01-31,2026,1,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,380256,703,0,2
2026-02-28,2026,2,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,380709,713,0,5
2026-03-31,2026,3,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,377077,701,1,4
2026-04-30,2026,4,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,373580,705,0,4
2026-05-31,2026,5,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,389603,713,0,2
2026-06-30,2026,6,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,376388,701,0,3
2026-07-31,2026,7,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,389485,705,0,3
2026-08-31,2026,8,SP-BF-004,Stove Hot Blast Valve Cooling Wedge,Blast Furnace,Capital Spares,Critical,90,540000,384857,707,0,4
2016-01-31,2016,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,377715,712,0,118
2016-02-29,2016,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385513,710,0,139
2016-03-31,2016,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,375120,719,1,153
2016-04-30,2016,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,392095,714,0,147
2016-05-31,2016,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,384677,702,0,137
2016-06-30,2016,6,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,384827,704,0,118
2016-07-31,2016,7,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,371875,708,0,78
2016-08-31,2016,8,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385010,704,0,109
2016-09-30,2016,9,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,378535,717,0,117
2016-10-31,2016,10,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,369484,716,0,153
2016-11-30,2016,11,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,378973,715,1,144
2016-12-31,2016,12,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,390139,714,0,119
2017-01-31,2017,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385345,703,0,137
2017-02-28,2017,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382649,718,0,121
2017-03-31,2017,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,383237,716,1,129
2017-04-30,2017,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,380280,716,0,99
2017-05-31,2017,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382510,711,0,145
2017-06-30,2017,6,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,364824,711,0,121
2017-07-31,2017,7,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,386070,712,0,111
2017-08-31,2017,8,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,375051,709,0,113
2017-09-30,2017,9,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,378362,716,0,108
2017-10-31,2017,10,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382124,714,0,118
2017-11-30,2017,11,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,370457,707,1,145
2017-12-31,2017,12,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382263,700,0,141
2018-01-31,2018,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,373533,719,0,128
2018-02-28,2018,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,368255,702,0,103
2018-03-31,2018,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385496,719,1,132
2018-04-30,2018,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,373277,714,0,89
2018-05-31,2018,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,381546,707,0,132
2018-06-30,2018,6,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,393105,700,0,108
2018-07-31,2018,7,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,367654,715,0,123
2018-08-31,2018,8,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,381200,709,0,93
2018-09-30,2018,9,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,375284,711,0,122
2018-10-31,2018,10,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,394535,712,0,164
2018-11-30,2018,11,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,387890,705,1,145
2018-12-31,2018,12,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,379707,701,0,138
2019-01-31,2019,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,375690,715,0,101
2019-02-28,2019,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,383713,710,0,117
2019-03-31,2019,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,368718,706,1,121
2019-04-30,2019,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,370860,704,0,106
2019-05-31,2019,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,387772,719,0,117
2019-06-30,2019,6,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,378274,708,0,116
2019-07-31,2019,7,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385674,702,0,103
2019-08-31,2019,8,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385145,707,0,90
2019-09-30,2019,9,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,390436,703,0,130
2019-10-31,2019,10,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,366786,700,0,107
2019-11-30,2019,11,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,377922,705,1,98
2019-12-31,2019,12,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,384324,716,0,105
2020-01-31,2020,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382108,709,0,105
2020-02-29,2020,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,369871,701,0,112
2020-03-31,2020,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,378033,708,1,155
2020-04-30,2020,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385020,703,0,124
2020-05-31,2020,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,370722,715,0,117
2020-06-30,2020,6,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,380903,701,0,115
2020-07-31,2020,7,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,377486,705,0,96
2020-08-31,2020,8,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,380914,704,0,96
2020-09-30,2020,9,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,385121,708,0,101
2020-10-31,2020,10,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,374279,701,0,130
2020-11-30,2020,11,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,359984,706,1,143
2020-12-31,2020,12,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,380101,711,0,114
2021-01-31,2021,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,366772,714,0,107
2021-02-28,2021,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,370239,711,0,123
2021-03-31,2021,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382330,712,1,132
2021-04-30,2021,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,372555,703,0,110
2021-05-31,2021,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,373121,717,0,103
2021-06-30,2021,6,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,386556,702,0,153
2021-07-31,2021,7,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382042,701,0,111
2021-08-31,2021,8,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,381663,701,0,127
2021-09-30,2021,9,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,370533,703,0,73
2021-10-31,2021,10,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,375315,708,0,161
2021-11-30,2021,11,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,383501,701,1,162
2021-12-31,2021,12,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,389467,709,0,116
2022-01-31,2022,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,372072,703,0,95
2022-02-28,2022,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,384927,710,0,96
2022-03-31,2022,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,378962,717,1,119
2022-04-30,2022,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,374102,709,0,114
2022-05-31,2022,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382945,710,0,106
2022-06-30,2022,6,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,369743,713,0,107
2022-07-31,2022,7,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,373633,715,0,110
2022-08-31,2022,8,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,363647,715,0,97
2022-09-30,2022,9,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,389986,715,0,122
2022-10-31,2022,10,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382107,710,0,120
2022-11-30,2022,11,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,380112,715,1,110
2022-12-31,2022,12,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,382594,718,0,101
2023-01-31,2023,1,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,374248,703,0,101
2023-02-28,2023,2,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,378741,703,0,117
2023-03-31,2023,3,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,391269,701,1,107
2023-04-30,2023,4,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,377985,710,0,110
2023-05-31,2023,5,CON-BF-005,Anhydrous Taphole Clay (MT),Blast Furnace,Refractories,High,15,28000,376060,719,0,113
